building_file,f1_score,precision,recall,best_threshold
1252_modified.csv,0.8522550544323484,0.8154761904761905,0.8925081433224755,3.0
534_modified.csv,0.29473684210526313,0.4166666666666667,0.2280130293159609,4.0
1074_modified.csv,0.15949512335054503,0.0967966573816156,0.4527687296416938,4.0
1306_modified.csv,0.5596707818930041,0.4834123222748815,0.6644951140065146,4.0
942_modified.csv,0.6088888888888889,0.958041958041958,0.44625407166123776,3.0
1068_modified.csv,0.4926829268292683,0.9805825242718447,0.3289902280130293,4.0
423_modified.csv,0.18275058275058276,0.10657966286025014,0.6405228758169934,1.5
988_modified.csv,0.4735099337748344,0.3174250832408435,0.9315960912052117,3.5
356_modified.csv,0.09491332764990054,0.05199252801992528,0.5439739413680782,1.0
685_modified.csv,0.26421404682274247,0.17772778402699663,0.5146579804560261,4.0
136_modified.csv,0.5620608899297423,1.0,0.39087947882736157,3.5
276_modified.csv,0.7262357414448669,0.8721461187214612,0.6221498371335505,2.5
263_modified.csv,0.5981308411214953,0.9770992366412213,0.43097643097643096,1.5
1143_modified.csv,0.5212355212355212,0.6398104265402843,0.43973941368078173,4.0
1297_modified.csv,0.46123650637880276,0.3300561797752809,0.7654723127035831,4.0
1275_modified.csv,0.5204819277108433,1.0,0.3517915309446254,3.5
973_modified.csv,0.6506024096385542,0.6897810218978102,0.6156351791530945,3.0
1272_modified.csv,0.43765903307888043,1.0,0.28013029315960913,3.5
729_modified.csv,0.15428390768257982,0.08543417366946779,0.7947882736156352,1.5
248_modified.csv,0.43119266055045874,0.7286821705426356,0.30618892508143325,2.5
882_modified.csv,0.4794188861985472,0.9339622641509434,0.32247557003257327,3.5
345_modified.csv,0.08216328653146125,0.04463276836158192,0.5163398692810458,1.0
144_modified.csv,0.06774531486439297,0.035127957508450026,0.9478827361563518,0.5
886_modified.csv,0.45933014354066987,0.8648648648648649,0.3127035830618892,1.0
32_modified.csv,0.375968992248062,0.2966360856269113,0.5132275132275133,1.5
667_modified.csv,0.15572715572715573,0.08639771510174937,0.7882736156351792,1.5
801_modified.csv,0.26800670016750416,0.16172506738544473,0.7817589576547231,4.0
922_modified.csv,0.6355555555555555,1.0,0.46579804560260585,4.0
1257_modified.csv,0.6909090909090909,0.7818930041152263,0.6188925081433225,4.0
968_modified.csv,0.6108597285067874,1.0,0.43973941368078173,2.5
1137_modified.csv,0.38866396761133604,0.5133689839572193,0.3127035830618892,4.0
1319_modified.csv,0.43575418994413406,0.5043103448275862,0.3836065573770492,4.0
890_modified.csv,0.6693548387096774,0.5697940503432495,0.8110749185667753,4.0
1245_modified.csv,0.5909980430528375,0.7401960784313726,0.49185667752442996,1.5
701_modified.csv,0.1326530612244898,0.07305785123966942,0.7198697068403909,1.5
108_modified.csv,0.5787037037037037,1.0,0.40716612377850164,4.0
1278_modified.csv,0.5192307692307693,0.9908256880733946,0.3517915309446254,2.5
