building_file,f1_score,precision,recall,best_threshold
568_modified.csv,0.9217758985200846,0.9095966620305981,0.9342857142857143,4.0
467_modified.csv,0.715057915057915,0.7781512605042017,0.6614285714285715,4.0
1335_modified.csv,0.44025735294117646,0.3245257452574526,0.6842857142857143,3.0
66_modified.csv,0.9864575908766928,0.984352773826458,0.9885714285714285,4.0
1252_modified.csv,0.7047872340425532,0.6592039800995025,0.7571428571428571,3.0
740_modified.csv,0.6977777777777778,0.7246153846153847,0.6728571428571428,3.0
795_modified.csv,0.7921635434412265,0.9810126582278481,0.6642857142857143,2.5
1205_modified.csv,0.47009735744089015,0.338,0.771689497716895,2.0
212_modified.csv,0.9123287671232877,0.8763157894736842,0.9514285714285714,4.0
534_modified.csv,0.9086792452830189,0.9632,0.86,4.0
39_modified.csv,0.33765598238316613,0.20372010628875112,0.9857142857142858,4.0
477_modified.csv,0.6359223300970874,0.5527426160337553,0.7485714285714286,2.5
522_modified.csv,0.8401442307692307,0.725103734439834,0.9985714285714286,4.0
999_modified.csv,0.967551622418879,1.0,0.9371428571428572,2.5
76_modified.csv,0.9824314827828531,0.966804979253112,0.9985714285714286,4.0
344_modified.csv,0.5182144689584403,0.4043234587670136,0.7214285714285714,3.0
595_modified.csv,0.5362236166571591,0.44634377967711303,0.6714285714285714,3.0
1074_modified.csv,0.09814814814814815,0.10663983903420524,0.09090909090909091,4.0
512_modified.csv,0.9614325068870524,0.9281914893617021,0.9971428571428571,4.0
558_modified.csv,0.9776536312849162,0.9562841530054644,1.0,4.0
1306_modified.csv,0.5310492505353319,0.4246575342465753,0.7085714285714285,2.5
10_modified.csv,0.30401529636711283,0.1956521739130435,0.6814285714285714,2.0
942_modified.csv,0.15624273424784935,0.085041761579347,0.96,1.5
486_modified.csv,0.279375,0.1788,0.6385714285714286,1.5
168_modified.csv,0.6942496493688639,0.6818181818181818,0.7071428571428572,3.0
498_modified.csv,0.34966592427616927,0.2362086258776329,0.6728571428571428,2.0
533_modified.csv,0.8750994431185362,0.9874326750448833,0.7857142857142857,2.0
1068_modified.csv,0.6323319027181689,0.5423312883435583,0.758147512864494,2.0
337_modified.csv,0.521594684385382,0.4258589511754069,0.6728571428571428,3.5
1006_modified.csv,0.7537777777777778,0.8653061224489796,0.6677165354330709,2.5
1391_modified.csv,0.18794914317302377,0.10789083985614555,0.7285714285714285,1.5
53_modified.csv,0.2555831265508685,0.9716981132075472,0.14714285714285713,2.5
423_modified.csv,0.3645621181262729,0.24254742547425473,0.7336065573770492,1.5
1354_modified.csv,0.5205171444631815,0.42910101946246526,0.6614285714285715,3.0
587_modified.csv,0.07646356033452807,0.06570841889117043,0.09142857142857143,4.0
1410_modified.csv,0.6231221423905944,0.5740072202166066,0.6814285714285714,3.5
988_modified.csv,0.9358490566037736,0.992,0.8857142857142857,4.0
1086_modified.csv,0.7679738562091504,0.733229329173167,0.8061749571183533,3.5
356_modified.csv,0.5631469979296067,0.44155844155844154,0.7771428571428571,2.0
580_modified.csv,0.32892363199037883,0.2083015993907083,0.7814285714285715,1.5
986_modified.csv,0.2243667068757539,0.7209302325581395,0.13285714285714287,3.0
1334_modified.csv,0.7954545454545454,0.8467741935483871,0.75,2.0
1183_modified.csv,0.4619718309859155,0.34405594405594403,0.7028571428571428,2.0
685_modified.csv,0.798999165971643,0.9599198396793587,0.6842857142857143,3.5
1019_modified.csv,0.27923038973852987,0.1687537268932618,0.8085714285714286,1.5
451_modified.csv,0.4413793103448276,0.3254237288135593,0.6857142857142857,3.5
185_modified.csv,0.9102473498233216,0.9006993006993007,0.92,3.0
1541_modified.csv,0.8671679197994987,0.7671840354767184,0.9971181556195965,4.0
655_modified.csv,0.23404255319148937,0.14022662889518414,0.7071428571428572,1.5
620_modified.csv,0.6484085862324205,0.6728110599078341,0.6257142857142857,3.0
960_modified.csv,0.12162428543268283,0.06531865339826382,0.8814285714285715,0.5
1445_modified.csv,0.2370197904540163,0.1415855354659249,0.7271428571428571,1.5
774_modified.csv,0.2813160277693933,0.17833907386146192,0.6657142857142857,2.5
1131_modified.csv,1.0,1.0,1.0,4.0
964_modified.csv,0.2691358024691358,0.990909090909091,0.15571428571428572,2.0
1443_modified.csv,0.9920806335493161,1.0,0.9842857142857143,3.5
1207_modified.csv,0.37725701114099114,0.2580136626379401,0.7014285714285714,1.5
297_modified.csv,0.26697782963827305,0.15955369595536958,0.8171428571428572,1.5
200_modified.csv,0.8297619047619048,0.7112244897959183,0.9957142857142857,4.0
808_modified.csv,0.22023809523809523,0.13113413304253,0.6871428571428572,2.0
613_modified.csv,0.13638475836431227,0.0742286292362165,0.8385714285714285,1.0
766_modified.csv,0.9483695652173914,0.9041450777202072,0.9971428571428571,4.0
1154_modified.csv,0.3220338983050847,1.0,0.1919191919191919,1.5
1348_modified.csv,0.2900232018561485,0.7716049382716049,0.17857142857142858,3.5
303_modified.csv,0.5655698617072008,0.42448103078024335,0.8471428571428572,4.0
1447_modified.csv,0.84472049689441,0.9251700680272109,0.7771428571428571,3.0
24_modified.csv,0.5603644646924829,0.4659090909090909,0.7028571428571428,3.5
1206_modified.csv,0.2328767123287671,0.5795454545454546,0.1457142857142857,3.5
757_modified.csv,0.3883048620236531,0.2521331058020478,0.8442857142857143,4.0
847_modified.csv,0.08741830065359477,0.045896482699456675,0.9171428571428571,0.5
489_modified.csv,0.8639240506329114,0.9680851063829787,0.78,2.5
778_modified.csv,0.9561338289962825,0.9968992248062015,0.9185714285714286,2.5
1130_modified.csv,0.6082949308755761,0.5641025641025641,0.66,2.5
195_modified.csv,0.6412213740458015,0.5779816513761468,0.72,2.5
1516_modified.csv,0.654,0.5232,0.872,4.0
368_modified.csv,0.8039391226499553,0.9889867841409692,0.6772247360482655,3.0
1537_modified.csv,0.7820299500831946,0.9251968503937008,0.6772334293948127,1.5
1149_modified.csv,0.9766081871345029,1.0,0.9542857142857143,4.0
1262_modified.csv,0.19749746364558673,0.11200613732259301,0.8342857142857143,1.0
242_modified.csv,0.7110016420361248,0.6321167883211679,0.8123827392120075,4.0
310_modified.csv,0.2097560975609756,0.7166666666666667,0.12285714285714286,2.5
136_modified.csv,0.7146932952924394,0.7136752136752137,0.7157142857142857,2.5
748_modified.csv,0.3848994665572425,0.27000575705238916,0.67,3.0
1501_modified.csv,0.2094240837696335,0.47619047619047616,0.1342281879194631,3.5
457_modified.csv,0.8411347517730496,0.8352112676056338,0.8471428571428572,2.0
276_modified.csv,0.6359832635983264,0.47139903514817366,0.9771428571428571,4.0
556_modified.csv,0.9741077676696991,0.9547325102880658,0.9942857142857143,4.0
