building_file,f1_score,precision,recall,best_threshold
568_modified.csv,0.962536023054755,0.9298440979955457,0.997610513739546,4.0
467_modified.csv,0.922566371681416,0.858908341915551,0.996415770609319,4.0
1335_modified.csv,0.8852459016393442,0.8401287553648069,0.9354838709677419,4.0
66_modified.csv,0.9881656804733728,0.9788980070339977,0.997610513739546,4.0
1252_modified.csv,0.9340277777777778,0.9057239057239057,0.96415770609319,4.0
740_modified.csv,0.9445812807881774,0.974587039390089,0.9163679808841099,4.0
795_modified.csv,0.9904988123515439,0.9846517119244392,0.996415770609319,2.5
1205_modified.csv,0.8776223776223776,0.8070739549839229,0.9616858237547893,2.5
212_modified.csv,0.9451046972269384,0.8978494623655914,0.997610513739546,4.0
534_modified.csv,0.9805768098881695,0.9663573085846868,0.995221027479092,4.0
39_modified.csv,0.3850587964030436,0.23857142857142857,0.997610513739546,4.0
477_modified.csv,0.978021978021978,1.0,0.956989247311828,3.0
522_modified.csv,0.8459979736575481,0.7343887423043096,0.997610513739546,4.0
999_modified.csv,0.9976047904191617,1.0,0.995221027479092,3.0
76_modified.csv,0.9858323494687131,0.9743290548424738,0.997610513739546,4.0
344_modified.csv,0.9629179331306991,0.9801980198019802,0.946236559139785,3.5
595_modified.csv,0.8756567425569177,0.8561643835616438,0.8960573476702509,4.0
1074_modified.csv,0.2620209059233449,0.25474254742547425,0.2697274031563845,4.0
512_modified.csv,0.9653179190751445,0.93505039193729,0.997610513739546,4.0
558_modified.csv,0.9783245459871119,0.9597701149425287,0.997610513739546,4.0
1306_modified.csv,0.8568061284619918,0.8453488372093023,0.8685782556750299,4.0
10_modified.csv,0.694980694980695,0.6454918032786885,0.7526881720430108,4.0
942_modified.csv,0.28453697679462153,0.17382087970323265,0.7837514934289128,3.0
486_modified.csv,0.6446735395189004,0.7588996763754046,0.5603345280764636,3.5
168_modified.csv,0.9734199645599527,0.9626168224299065,0.984468339307049,3.5
498_modified.csv,0.8301182327317984,0.8662337662337662,0.7968936678614098,3.5
533_modified.csv,0.9940334128878282,0.9928486293206198,0.995221027479092,2.0
1068_modified.csv,0.9453183520599251,0.9890282131661442,0.9053084648493543,3.0
337_modified.csv,0.9168646080760094,0.911452184179457,0.9223416965352449,4.0
1006_modified.csv,0.9493844049247606,0.9857954545454546,0.9155672823218998,3.5
1391_modified.csv,0.4836495761001211,0.3652439024390244,0.7156511350059738,4.0
53_modified.csv,0.8324175824175825,0.9789983844911146,0.7240143369175627,2.5
423_modified.csv,0.8115419296663661,0.8538899430740038,0.7731958762886598,3.0
1354_modified.csv,0.8679906542056075,0.8491428571428571,0.8876941457586619,4.0
587_modified.csv,0.22945736434108527,0.16982214572576018,0.3536439665471924,4.0
1410_modified.csv,0.8851752021563343,0.806483300589391,0.980884109916368,4.0
988_modified.csv,0.9958258795468098,0.9940476190476191,0.997610513739546,4.0
1086_modified.csv,0.925050641458474,0.8737244897959183,0.9827833572453372,4.0
356_modified.csv,0.9903961584633854,0.9951749095295537,0.985663082437276,2.5
580_modified.csv,0.7780040733197556,0.9009433962264151,0.6845878136200717,4.0
