building_id,F1_score,Precision,Recall
1,0.9226932668329177,1.0,0.8564814814814815
32,0.5884244372990354,0.45073891625615764,0.8472222222222222
41,0.9130434782608695,0.9545454545454546,0.875
55,0.7989276139410187,0.9490445859872612,0.6898148148148148
69,0.2788844621513944,1.0,0.16203703703703703
79,0.9748283752860412,0.9638009049773756,0.9861111111111112
82,0.7967479674796748,0.9607843137254902,0.6805555555555556
91,0.7487684729064039,0.8,0.7037037037037037
107,0.1927710843373494,1.0,0.10666666666666667
108,0.4170940170940171,0.2975609756097561,0.6971428571428572
111,0.6947637292464879,0.628175519630485,0.7771428571428571
112,0.061224489795918366,0.10714285714285714,0.04285714285714286
117,0.30363036303630364,0.1880108991825613,0.7885714285714286
118,0.7679558011049724,0.7433155080213903,0.7942857142857143
119,0.8142857142857143,0.8142857142857143,0.8142857142857143
121,0.835,0.7422222222222222,0.9542857142857143
136,0.34805537244561635,0.2262210796915167,0.7542857142857143
137,0.22058823529411764,0.12869399428026693,0.7714285714285715
139,0.3649724433557869,0.23226812159002339,0.8514285714285714
141,0.2630272952853598,1.0,0.15142857142857144
144,0.15384615384615385,0.75,0.08571428571428572
147,0.2543640897755611,1.0,0.1457142857142857
148,0.45318646734854445,0.3127035830618892,0.8228571428571428
149,0.5368852459016393,0.4185303514376997,0.7485714285714286
159,0.45917387127761766,0.3453757225433526,0.6848137535816619
171,0.2327790973871734,0.6901408450704225,0.14
173,0.8562197092084006,0.9851301115241635,0.7571428571428571
174,0.9733520336605891,0.9559228650137741,0.9914285714285714
181,0.8475524475524475,0.8278688524590164,0.8681948424068768
183,0.8787878787878788,0.848404255319149,0.9114285714285715
190,0.8957055214723927,0.9668874172185431,0.8342857142857143
235,0.8054607508532423,1.0,0.6742857142857143
238,0.9545454545454546,0.9205479452054794,0.9911504424778761
240,0.9612625538020086,0.9654178674351584,0.9571428571428572
246,0.9735744089012517,0.948509485094851,1.0
247,0.9971181556195965,0.9971181556195965,0.9971181556195965
248,0.28431372549019607,1.0,0.1657142857142857
253,0.9735744089012517,0.948509485094851,1.0
254,0.7436281859070465,0.7823343848580442,0.7085714285714285
263,0.5441767068273092,0.4124809741248097,0.799410029498525
270,0.6138165345413363,0.5055970149253731,0.7809798270893372
275,0.8512,0.9672727272727273,0.76
276,0.8803680981595092,0.9503311258278145,0.82
278,0.29558151345860845,0.17974058060531192,0.8314285714285714
290,0.2926829268292683,1.0,0.17142857142857143
293,0.8892405063291139,0.9964539007092199,0.8028571428571428
312,0.14166666666666666,0.26153846153846155,0.09714285714285714
318,0.9355828220858896,1.0,0.8789625360230547
335,0.75625,0.8344827586206897,0.6914285714285714
345,0.11140583554376658,0.75,0.06017191977077364
356,0.14814814814814814,1.0,0.08
423,0.25638297872340426,0.1574134552580013,0.6905444126074498
439,0.570273003033367,0.440625,0.8080229226361032
492,0.6659412404787813,0.5294117647058824,0.8973607038123167
534,0.27599243856332706,0.16534541336353342,0.8342857142857143
560,0.205,0.7735849056603774,0.11815561959654179
623,0.4839357429718876,0.37306501547987614,0.6885714285714286
653,0.9676511954992968,0.9502762430939227,0.9856733524355301
657,0.22718944668376695,0.13030685161832703,0.8857142857142857
658,0.20512820512820512,1.0,0.11428571428571428
666,0.1716937354988399,0.4567901234567901,0.10571428571428572
667,0.2361710474695959,0.13688040018190087,0.86
673,0.11510791366906475,0.3582089552238806,0.06857142857142857
675,0.35348837209302325,0.21577287066246056,0.9771428571428571
677,0.16753926701570682,1.0,0.09142857142857143
680,0.4194107452339688,0.3009950248756219,0.6914285714285714
683,0.15048543689320387,0.5,0.08857142857142856
685,0.6630727762803235,0.6275510204081632,0.7028571428571428
